iter	Passed	Remaining
168	344	1695
169	348	1701
170	350	1698
171	351	1692
172	352	1685
173	353	1677
174	354	1670
175	355	1664
176	356	1657
177	357	1650
178	361	1659
179	362	1652
180	363	1643
181	364	1636
182	364	1628
183	365	1621
184	366	1615
185	367	1608
186	368	1601
187	369	1594
188	370	1587
189	370	1581
190	371	1575
191	374	1574
192	375	1568
193	375	1561
194	376	1555
195	377	1549
196	378	1543
197	379	1536
198	380	1530
199	381	1525
200	382	1519
201	383	1513
202	384	1507
203	387	1513
204	388	1507
205	389	1502
206	390	1496
207	391	1490
208	392	1485
209	393	1478
210	394	1474
211	395	1468
212	395	1463
213	396	1457
214	397	1452
215	401	1458
216	403	1454
217	404	1449
218	405	1445
219	406	1441
220	407	1436
221	408	1431
222	409	1426
223	410	1421
224	411	1416
225	412	1411
226	415	1414
227	416	1409
228	417	1404
229	418	1399
230	419	1395
231	420	1390
232	420	1385
233	421	1380
234	422	1375
235	423	1369
236	424	1365
237	424	1360
238	425	1355
239	427	1355
240	429	1351
241	430	1346
242	430	1342
243	432	1339
244	433	1335
245	434	1332
246	436	1329
247	437	1325
248	438	1322
249	439	1318
250	442	1319
251	443	1315
252	443	1310
253	444	1306
254	445	1302
255	446	1298
256	447	1294
257	448	1290
258	449	1287
259	451	1284
260	452	1280
261	455	1282
262	457	1282
263	459	1279
264	461	1279
265	463	1278
266	464	1275
267	465	1271
268	468	1272
269	469	1268
270	470	1265
271	471	1261
272	471	1256
273	472	1253
274	473	1249
275	474	1245
276	475	1241
277	476	1237
278	477	1233
279	478	1229
280	481	1233
281	483	1230
282	484	1227
283	485	1223
284	486	1219
285	486	1215
286	487	1211
287	488	1207
288	489	1203
289	490	1200
290	490	1196
291	491	1192
292	492	1188
293	498	1195
294	499	1192
295	499	1188
296	500	1185
297	501	1181
298	502	1177
299	503	1174
300	504	1170
301	504	1166
302	505	1163
303	506	1160
304	510	1163
305	511	1160
306	512	1156
307	513	1153
308	514	1149
309	514	1146
310	515	1142
311	516	1138
312	517	1135
313	518	1131
314	518	1128
315	520	1125
316	523	1127
317	524	1124
318	525	1121
319	526	1118
320	527	1115
321	528	1112
322	529	1109
323	529	1105
324	530	1102
325	531	1098
326	532	1095
327	532	1091
328	536	1093
329	537	1091
330	538	1089
331	539	1085
332	540	1082
333	541	1079
334	542	1076
335	542	1072
336	543	1069
337	544	1066
338	545	1063
339	546	1060
340	547	1058
341	548	1055
342	549	1052
343	552	1053
344	553	1051
345	554	1048
346	555	1045
347	556	1042
348	557	1039
349	558	1036
350	559	1033
351	560	1031
352	561	1028
353	561	1025
354	562	1022
355	563	1019
356	566	1020
357	567	1018
358	568	1015
359	569	1012
360	570	1009
361	571	1006
362	572	1004
363	573	1001
364	573	998
365	574	995
366	575	992
367	576	989
368	577	986
369	577	984
370	579	982
371	581	980
372	581	978
373	582	975
374	583	972
375	584	969
376	585	967
377	586	964
378	587	961
379	587	959
380	588	956
381	589	953
382	590	950
383	593	952
384	595	950
385	596	948
386	596	945
387	597	942
388	598	940
389	599	937
390	600	934
391	600	932
392	601	929
393	602	926
394	603	924
395	604	921
396	607	921
397	608	919
398	608	917
399	609	914
400	610	911
401	611	909
402	612	906
403	612	904
404	613	901
405	614	899
406	615	896
407	616	894
408	617	892
409	618	889
410	620	888
411	620	886
412	622	884
413	636	901
414	639	901
415	640	899
416	643	899
417	645	898
418	646	896
419	652	901
420	660	908
421	661	906
422	662	904
423	663	901
424	664	898
425	665	896
426	666	894
427	667	891
428	667	889
429	668	886
430	678	895
431	679	893
432	680	891
433	681	888
434	682	886
435	683	883
436	684	881
437	687	882
438	689	880
439	690	878
440	691	876
441	692	874
442	693	871
443	694	869
444	695	867
445	697	865
446	698	863
447	702	865
448	703	863
449	704	860
450	705	858
451	705	855
452	706	853
453	708	851
454	708	849
455	709	846
456	710	844
457	711	842
458	712	839
459	716	841
460	717	838
461	718	836
462	719	833
463	719	831
464	720	829
465	721	827
466	722	824
467	724	823
468	725	821
469	726	818
470	730	820
471	731	817
472	731	815
473	732	813
474	733	811
475	734	808
476	735	806
477	736	804
478	737	802
479	738	800
480	739	797
481	740	795
482	743	795
483	744	793
484	745	791
485	746	789
486	747	787
487	747	784
488	748	782
489	749	780
490	751	778
491	752	776
492	753	774
493	754	772
494	758	773
495	759	771
496	760	769
497	760	767
498	761	764
499	762	762
500	763	760
501	764	758
502	765	756
503	766	754
504	766	751
505	767	749
506	771	750
507	772	748
508	773	746
509	774	744
510	775	742
511	776	740
512	777	738
513	778	735
514	778	733
515	779	731
516	780	729
517	781	727
518	782	725
519	784	724
520	785	721
521	785	719
522	786	717
523	787	715
524	788	713
525	789	711
526	790	709
527	791	707
528	792	705
529	793	703
530	794	701
531	794	699
532	797	698
533	798	696
534	799	694
535	800	692
536	801	691
537	802	689
538	803	687
539	804	685
540	805	683
541	806	681
542	808	680
543	810	679
544	811	677
545	813	676
546	815	675
547	816	673
548	818	671
549	819	670
550	823	670
551	825	669
552	826	667
553	827	665
554	828	664
555	829	662
556	830	660
557	831	658
558	832	656
559	833	654
560	838	655
561	839	653
562	840	652
563	841	650
564	842	648
565	843	646
566	844	644
567	845	642
568	846	641
569	847	639
570	850	639
571	851	637
572	852	635
573	853	633
574	854	631
575	855	629
576	856	627
577	857	625
578	858	623
579	858	622
580	859	620
581	863	619
582	865	619
583	866	617
584	867	615
585	868	613
586	869	611
587	871	610
588	871	608
589	872	606
590	873	604
591	874	602
592	876	601
593	877	600
594	878	598
595	879	596
596	880	594
597	880	592
598	881	590
599	882	588
600	883	586
601	884	584
602	884	582
603	885	580
604	886	578
605	890	579
606	892	577
607	892	575
608	893	573
609	894	571
610	895	570
611	896	568
612	897	566
613	898	564
614	898	562
615	899	560
616	900	558
617	903	558
618	905	557
619	905	555
620	906	553
621	907	551
622	908	549
623	909	547
624	910	546
625	911	544
626	911	542
627	912	540
628	913	538
629	914	536
630	916	536
631	918	534
632	919	533
633	920	531
634	921	529
635	921	527
636	922	525
637	923	523
638	924	522
639	925	520
640	925	518
641	926	516
642	927	515
643	928	513
644	932	513
645	933	511
646	934	509
647	935	508
648	936	506
649	936	504
650	937	502
651	938	501
652	939	499
653	940	497
654	941	495
655	942	494
656	946	494
657	947	492
658	948	490
659	949	489
660	950	487
661	951	485
662	952	484
663	953	482
664	954	480
665	955	479
666	955	477
667	957	475
668	959	474
669	961	473
670	961	471
671	962	469
672	963	468
673	964	466
674	965	464
675	966	463
676	966	461
677	967	459
678	968	457
679	971	457
680	972	455
681	973	453
682	974	452
683	975	450
684	976	448
685	976	447
686	977	445
687	978	443
688	979	442
689	980	440
690	980	438
691	981	436
692	985	436
693	986	434
694	987	433
695	987	431
696	988	429
697	989	428
698	990	426
699	991	424
700	991	423
701	992	421
702	993	419
703	994	418
704	995	416
705	995	414
706	1000	414
707	1001	412
708	1002	411
709	1003	409
710	1004	408
711	1005	406
712	1005	404
713	1006	403
714	1007	401
715	1008	399
716	1009	398
717	1010	396
718	1012	395
719	1013	393
720	1014	392
721	1014	390
722	1015	389
723	1016	387
724	1017	385
725	1018	384
726	1019	382
727	1019	381
728	1020	379
729	1021	377
730	1022	376
731	1024	375
732	1025	373
733	1026	371
734	1027	370
735	1027	368
736	1028	367
737	1029	365
738	1030	363
739	1031	362
740	1032	360
741	1033	359
742	1034	357
743	1037	356
744	1038	355
745	1039	353
746	1040	352
747	1041	350
748	1042	349
749	1043	347
750	1044	346
751	1045	344
752	1045	343
753	1046	341
754	1047	339
755	1050	339
756	1051	337
757	1052	336
758	1053	334
759	1054	333
760	1055	331
761	1056	330
762	1057	328
763	1058	327
764	1059	325
765	1060	323
766	1061	322
767	1063	321
768	1065	319
769	1066	318
770	1066	316
771	1067	315
772	1068	313
773	1069	312
774	1070	310
775	1071	309
776	1072	307
777	1072	306
778	1073	304
779	1076	303
780	1077	302
781	1078	300
782	1079	299
783	1080	297
784	1081	296
785	1081	294
786	1083	293
787	1083	291
788	1084	290
789	1085	288
790	1086	287
791	1087	285
792	1090	284
793	1092	283
794	1093	281
795	1094	280
796	1095	278
797	1095	277
798	1096	275
799	1097	274
800	1098	272
801	1099	271
802	1101	270
803	1103	269
804	1105	267
805	1106	266
806	1107	264
807	1107	263
808	1108	261
809	1109	260
810	1110	258
811	1111	257
812	1112	255
813	1112	254
814	1113	252
815	1114	251
816	1118	250
817	1119	249
818	1120	247
819	1121	246
820	1121	244
821	1122	243
822	1123	241
823	1124	240
824	1125	238
825	1126	237
826	1127	235
827	1128	234
828	1129	232
829	1131	231
830	1132	230
831	1133	228
832	1134	227
833	1134	225
834	1135	224
835	1136	222
836	1138	221
837	1139	220
838	1139	218
839	1140	217
840	1141	215
841	1145	214
842	1146	213
843	1146	211
844	1147	210
845	1148	209
846	1149	207
847	1150	206
848	1151	204
849	1151	203
850	1152	201
851	1153	200
852	1154	198
853	1155	197
854	1158	196
855	1160	195
856	1161	193
857	1161	192
858	1162	190
859	1163	189
860	1164	187
861	1164	186
862	1165	185
863	1166	183
864	1167	182
865	1168	180
866	1169	179
867	1173	178
868	1175	177
869	1177	175
870	1178	174
871	1179	173
872	1180	171
873	1181	170
874	1182	168
875	1182	167
876	1186	166
877	1187	165
878	1188	163
879	1189	162
880	1190	160
881	1190	159
882	1191	157
883	1192	156
884	1193	155
885	1194	153
886	1194	152
887	1195	150
888	1196	149
889	1199	148
890	1201	146
891	1202	145
892	1203	144
893	1203	142
894	1204	141
895	1205	139
896	1206	138
897	1207	137
898	1207	135
899	1208	134
900	1209	132
901	1210	131
902	1213	130
903	1215	129
904	1215	127
905	1216	126
906	1217	124
907	1218	123
908	1219	122
909	1220	120
910	1220	119
911	1221	117
912	1222	116
913	1223	115
914	1224	113
915	1227	112
916	1228	111
917	1229	109
918	1230	108
919	1231	107
920	1231	105
921	1232	104
922	1233	102
923	1234	101
924	1235	100
925	1236	98
926	1237	97
927	1241	96
928	1242	94
929	1243	93
930	1244	92
931	1245	90
932	1246	89
933	1247	88
934	1247	86
935	1248	85
936	1249	84
937	1250	82
938	1251	81
939	1251	79
940	1255	78
941	1257	77
942	1257	76
943	1258	74
944	1259	73
945	1260	71
946	1261	70
947	1261	69
948	1262	67
949	1263	66
950	1264	65
951	1264	63
952	1265	62
953	1269	61
954	1270	59
955	1271	58
956	1272	57
957	1273	55
958	1273	54
959	1274	53
960	1275	51
961	1276	50
962	1277	49
963	1278	47
964	1278	46
965	1279	45
966	1283	43
967	1285	42
968	1286	41
969	1287	39
970	1288	38
971	1288	37
972	1289	35
973	1290	34
974	1291	33
975	1292	31
976	1292	30
977	1293	29
978	1296	27
979	1298	26
980	1299	25
981	1300	23
982	1300	22
983	1301	21
984	1302	19
985	1303	18
986	1304	17
987	1304	15
988	1305	14
989	1306	13
990	1307	11
991	1308	10
992	1309	9
993	1310	7
994	1311	6
995	1312	5
996	1313	3
997	1314	2
998	1314	1
999	1315	0
